recharge_id,user_id,recharge_date,city,recharge_type,plan_type,payment_mode,recharge_amount
JIOREC013956,USER53467,2023-03-07,Chennai,Prepaid,Quarterly,Net Banking,891
JIOREC013957,USER94121,2024-01-31,Hyderabad,Postpaid,Annual,UPI,3168
JIOREC013958,USER27702,2022-10-31,Chennai,Postpaid,Annual,UPI,2990
JIOREC013959,USER90582,2023-12-30,Bangalore,Postpaid,Monthly,UPI,250
JIOREC013960,USER75100,2023-10-02,Lucknow,Prepaid,Quarterly,Wallet,886
JIOREC013961,USER58422,2023-08-26,Pune,Postpaid,Monthly,Credit Card,315
JIOREC013962,USER14706,2022-04-02,Ahmedabad,Prepaid,Annual,UPI,2990
JIOREC013963,USER76218,2023-07-23,Chennai,Postpaid,Monthly,Credit Card,209
JIOREC013964,USER81485,2023-01-13,Delhi,Prepaid,Monthly,Retail Store,313
JIOREC013965,USER47559,2022-04-28,Hyderabad,Prepaid,Annual,Credit Card,2992
JIOREC013966,USER28910,2022-10-10,Chennai,Prepaid,Roaming Pack,Debit Card,501
JIOREC013967,USER29372,2022-08-19,Bangalore,Prepaid,Data Add-on,Credit Card,29
JIOREC013968,USER79820,2024-01-09,Delhi,Prepaid,Quarterly,UPI,933
JIOREC013969,USER86355,2023-10-23,Bangalore,Postpaid,Quarterly,Retail Store,750
JIOREC013970,USER77789,2023-02-25,Bangalore,Prepaid,Quarterly,Retail Store,699
JIOREC013971,USER96663,2022-04-15,Lucknow,Postpaid,Roaming Pack,Wallet,599
JIOREC013972,USER24769,2024-03-03,Ahmedabad,Prepaid,Roaming Pack,Retail Store,548
JIOREC013973,USER73359,2023-02-13,Bangalore,Prepaid,Data Add-on,Wallet,19
JIOREC013974,USER63903,2024-05-01,Bangalore,Postpaid,Annual,UPI,3175
JIOREC013975,USER90662,2023-02-17,Hyderabad,Prepaid,Roaming Pack,UPI,628
JIOREC013976,USER40722,2022-07-29,Bangalore,Postpaid,Roaming Pack,UPI,800
JIOREC013977,USER26893,2023-10-10,Pune,Postpaid,Annual,Credit Card,2691
JIOREC013978,USER42921,2024-04-18,Mumbai,Prepaid,Roaming Pack,Credit Card,657
JIOREC013979,USER69437,2023-03-05,Lucknow,Prepaid,Monthly,UPI,419
JIOREC013980,USER84671,2023-07-28,Ahmedabad,Postpaid,Annual,UPI,3160
JIOREC013981,USER96934,2023-12-20,Chennai,Prepaid,Roaming Pack,Credit Card,838
JIOREC013982,USER94693,2023-11-20,Ahmedabad,Postpaid,Monthly,Debit Card,421
JIOREC013983,USER50539,2022-05-31,Mumbai,Prepaid,Roaming Pack,UPI,796
JIOREC013984,USER47031,2023-07-21,Bangalore,Postpaid,Monthly,UPI,251
JIOREC013985,USER51426,2023-07-03,Mumbai,Postpaid,Roaming Pack,Credit Card,838
JIOREC013986,USER90238,2023-11-03,Jaipur,Postpaid,Quarterly,Credit Card,748
JIOREC013987,USER37865,2024-03-07,Jaipur,Prepaid,Annual,UPI,2799
JIOREC013988,USER93557,2022-12-05,Chennai,Postpaid,Data Add-on,UPI,19
JIOREC013989,USER14980,2022-09-26,Pune,Postpaid,Data Add-on,Debit Card,29
JIOREC013990,USER36321,2023-12-17,Hyderabad,Postpaid,Annual,UPI,3148
JIOREC013991,USER36445,2022-10-05,Lucknow,Prepaid,Data Add-on,Debit Card,120
JIOREC013992,USER33238,2024-02-29,Bangalore,Prepaid,Quarterly,UPI,790
JIOREC013993,USER81562,2023-09-14,Lucknow,Prepaid,Roaming Pack,Net Banking,628
JIOREC013994,USER95151,2024-04-23,Chennai,Postpaid,Data Add-on,UPI,31
JIOREC013995,USER59017,2023-04-16,Bangalore,Prepaid,Quarterly,UPI,892
JIOREC013996,USER17715,2023-09-29,Lucknow,Postpaid,Annual,Debit Card,3163
JIOREC013997,USER13982,2023-03-11,Lucknow,Postpaid,Annual,Retail Store,2669
JIOREC013998,USER69457,2022-02-23,Chennai,Postpaid,Roaming Pack,UPI,498
JIOREC013999,USER48764,2022-11-11,Lucknow,Postpaid,Annual,UPI,3000
JIOREC014000,USER32388,2023-09-13,Delhi,Prepaid,Data Add-on,Debit Card,20
JIOREC014001,USER47141,2023-04-21,Delhi,Postpaid,Annual,Debit Card,3032
JIOREC014002,USER18236,2024-06-07,Hyderabad,Postpaid,Annual,Retail Store,3300
JIOREC014003,USER77287,2023-02-16,Bangalore,Prepaid,Roaming Pack,UPI,524
JIOREC014004,USER45122,2024-03-10,Jaipur,Postpaid,Annual,UPI,2797
JIOREC014005,USER96005,2022-08-12,Ahmedabad,Postpaid,Monthly,Retail Store,476
JIOREC014006,USER53398,2022-05-23,Chennai,Postpaid,Roaming Pack,Debit Card,799
JIOREC014007,USER99006,2022-01-29,Kolkata,Postpaid,Roaming Pack,UPI,598
JIOREC014008,USER44663,2024-01-24,Pune,Postpaid,Data Add-on,UPI,67
JIOREC014009,USER47148,2023-06-25,Hyderabad,Postpaid,Roaming Pack,Credit Card,521
JIOREC014010,USER52722,2023-08-21,Pune,Prepaid,Annual,Debit Card,2657
JIOREC014011,USER65147,2022-07-18,Jaipur,Postpaid,Quarterly,UPI,845
JIOREC014012,USER27156,2022-10-03,Lucknow,Prepaid,Roaming Pack,UPI,601
JIOREC014013,USER93285,2024-04-13,Delhi,Prepaid,Annual,Debit Card,3301
JIOREC014014,USER92510,2023-06-27,Hyderabad,Prepaid,Quarterly,Net Banking,756
JIOREC014015,USER71169,2023-01-07,Pune,Prepaid,Roaming Pack,UPI,523
JIOREC014016,USER81683,2022-04-05,Ahmedabad,Prepaid,Annual,Wallet,2878
JIOREC014017,USER67145,2022-06-01,Mumbai,Prepaid,Data Add-on,Wallet,61
JIOREC014018,USER97237,2023-06-06,Pune,Prepaid,Monthly,Net Banking,250
JIOREC014019,USER74423,2023-05-21,Mumbai,Prepaid,Quarterly,Credit Card,755
JIOREC014020,USER81702,2024-05-25,Jaipur,Postpaid,Quarterly,Wallet,792
JIOREC014021,USER71780,2023-08-22,Bangalore,Postpaid,Quarterly,Wallet,890
JIOREC014022,USER36559,2024-03-07,Ahmedabad,Postpaid,Annual,UPI,2793
JIOREC014023,USER14066,2022-04-15,Pune,Prepaid,Roaming Pack,UPI,499
JIOREC014024,USER23100,2023-12-18,Delhi,Postpaid,Quarterly,UPI,754
JIOREC014025,USER57674,2023-11-24,Kolkata,Postpaid,Annual,Retail Store,3045
JIOREC014026,USER78026,2023-01-20,Hyderabad,Postpaid,Monthly,Debit Card,313
JIOREC014027,USER84870,2023-12-13,Bangalore,Prepaid,Quarterly,UPI,699
JIOREC014028,USER79879,2022-12-24,Chennai,Postpaid,Quarterly,UPI,719
JIOREC014029,USER44105,2022-10-29,Bangalore,Prepaid,Roaming Pack,Wallet,802
JIOREC014030,USER83809,2023-08-18,Jaipur,Postpaid,Quarterly,Wallet,755
JIOREC014031,USER80539,2023-10-02,Kolkata,Prepaid,Monthly,Credit Card,504
JIOREC014032,USER16625,2022-04-14,Bangalore,Prepaid,Monthly,Net Banking,238
JIOREC014033,USER19207,2022-05-03,Pune,Postpaid,Quarterly,Credit Card,719
JIOREC014034,USER51343,2023-05-12,Bangalore,Postpaid,Quarterly,Credit Card,696
JIOREC014035,USER15168,2023-10-22,Hyderabad,Postpaid,Annual,Credit Card,3039
JIOREC014036,USER83960,2022-01-30,Mumbai,Postpaid,Quarterly,Net Banking,848
JIOREC014037,USER40809,2024-04-23,Mumbai,Prepaid,Roaming Pack,Credit Card,550
JIOREC014038,USER11626,2023-11-01,Hyderabad,Postpaid,Annual,Debit Card,3175
JIOREC014039,USER82421,2024-04-27,Ahmedabad,Postpaid,Annual,UPI,3290
JIOREC014040,USER19932,2022-09-10,Bangalore,Prepaid,Roaming Pack,UPI,797
JIOREC014041,USER46742,2022-02-14,Chennai,Prepaid,Quarterly,Wallet,665
JIOREC014042,USER45746,2023-05-02,Delhi,Postpaid,Roaming Pack,UPI,628
JIOREC014043,USER30019,2023-07-16,Ahmedabad,Prepaid,Quarterly,Net Banking,890
JIOREC014044,USER83254,2022-08-11,Delhi,Prepaid,Data Add-on,UPI,19
JIOREC014045,USER33673,2022-12-27,Hyderabad,Postpaid,Roaming Pack,Debit Card,599
JIOREC014046,USER21159,2022-09-25,Bangalore,Prepaid,Quarterly,UPI,850
JIOREC014047,USER94130,2023-10-22,Jaipur,Postpaid,Quarterly,Debit Card,758
JIOREC014048,USER87352,2024-02-22,Chennai,Prepaid,Quarterly,UPI,733
JIOREC014049,USER11333,2022-08-01,Hyderabad,Prepaid,Roaming Pack,Wallet,595
JIOREC014050,USER18309,2023-11-25,Kolkata,Postpaid,Data Add-on,UPI,63
JIOREC014051,USER88588,2023-10-16,Kolkata,Postpaid,Data Add-on,Debit Card,19
JIOREC014052,USER62731,2023-11-12,Bangalore,Prepaid,Quarterly,UPI,702
JIOREC014053,USER32735,2024-04-15,Chennai,Prepaid,Roaming Pack,Credit Card,876
JIOREC014054,USER73490,2023-08-06,Chennai,Prepaid,Data Add-on,UPI,30
JIOREC014055,USER72998,2024-02-29,Mumbai,Postpaid,Roaming Pack,UPI,879
JIOREC014056,USER78220,2023-05-07,Ahmedabad,Postpaid,Quarterly,Net Banking,889
JIOREC014057,USER55442,2023-04-29,Jaipur,Postpaid,Roaming Pack,UPI,839
JIOREC014058,USER23735,2023-03-01,Bangalore,Prepaid,Quarterly,Credit Card,697
JIOREC014059,USER51035,2024-05-23,Mumbai,Prepaid,Annual,UPI,3293
JIOREC014060,USER67986,2024-01-14,Lucknow,Prepaid,Roaming Pack,Net Banking,549
JIOREC014061,USER51028,2023-08-28,Pune,Prepaid,Quarterly,UPI,700
JIOREC014062,USER48323,2024-01-01,Lucknow,Postpaid,Annual,Wallet,3165
JIOREC014063,USER68221,2024-02-01,Delhi,Postpaid,Quarterly,Credit Card,791
JIOREC014064,USER79071,2023-08-29,Hyderabad,Postpaid,Monthly,Net Banking,208
JIOREC014065,USER41736,2022-07-05,Lucknow,Postpaid,Roaming Pack,UPI,498
JIOREC014066,USER84403,2024-03-02,Ahmedabad,Prepaid,Quarterly,Debit Card,934
JIOREC014067,USER46310,2023-06-18,Delhi,Postpaid,Monthly,Credit Card,420
JIOREC014068,USER44629,2023-03-27,Bangalore,Postpaid,Monthly,UPI,313
JIOREC014069,USER30316,2023-10-14,Mumbai,Postpaid,Quarterly,UPI,890
JIOREC014070,USER15058,2024-06-18,Jaipur,Prepaid,Quarterly,Debit Card,930
JIOREC014071,USER92881,2024-05-13,Hyderabad,Postpaid,Data Add-on,Net Banking,133
JIOREC014072,USER19126,2023-01-24,Bangalore,Prepaid,Data Add-on,UPI,127
JIOREC014073,USER25988,2024-06-17,Jaipur,Prepaid,Quarterly,UPI,789
JIOREC014074,USER54675,2022-04-14,Delhi,Postpaid,Monthly,UPI,239
JIOREC014075,USER77595,2023-06-20,Bangalore,Postpaid,Annual,UPI,3161
JIOREC014076,USER76961,2023-05-24,Pune,Postpaid,Quarterly,Net Banking,699
JIOREC014077,USER99701,2023-10-17,Mumbai,Prepaid,Monthly,Credit Card,250
JIOREC014078,USER71412,2024-04-04,Pune,Postpaid,Roaming Pack,Retail Store,548
JIOREC014079,USER58809,2023-12-01,Chennai,Prepaid,Quarterly,Wallet,754
JIOREC014080,USER91962,2024-06-14,Chennai,Postpaid,Quarterly,Debit Card,732
JIOREC014081,USER47602,2024-01-26,Jaipur,Prepaid,Annual,UPI,3297
JIOREC014082,USER46887,2024-04-09,Kolkata,Postpaid,Quarterly,Debit Card,730
JIOREC014083,USER16870,2022-03-14,Bangalore,Postpaid,Annual,Wallet,2538
JIOREC014084,USER86429,2023-07-18,Jaipur,Prepaid,Monthly,UPI,208
JIOREC014085,USER97524,2022-02-16,Ahmedabad,Postpaid,Monthly,Credit Card,398
JIOREC014086,USER56075,2022-05-20,Hyderabad,Prepaid,Annual,UPI,2880
JIOREC014087,USER70936,2022-09-18,Lucknow,Prepaid,Quarterly,Credit Card,668
JIOREC014088,USER28914,2023-08-18,Hyderabad,Postpaid,Data Add-on,UPI,30
JIOREC014089,USER64215,2024-03-18,Chennai,Postpaid,Data Add-on,Wallet,67
JIOREC014090,USER22950,2022-07-27,Chennai,Prepaid,Annual,Debit Card,2551
JIOREC014091,USER93183,2023-02-07,Chennai,Postpaid,Monthly,Wallet,250
JIOREC014092,USER36207,2023-05-28,Bangalore,Prepaid,Monthly,Net Banking,417
JIOREC014093,USER69285,2022-10-27,Hyderabad,Prepaid,Roaming Pack,UPI,502
JIOREC014094,USER63929,2023-08-09,Hyderabad,Postpaid,Roaming Pack,UPI,843
JIOREC014095,USER79305,2022-02-11,Chennai,Postpaid,Annual,Net Banking,3000
JIOREC014096,USER96482,2023-12-10,Mumbai,Prepaid,Roaming Pack,Wallet,628
JIOREC014097,USER54564,2022-03-04,Kolkata,Prepaid,Monthly,UPI,398
JIOREC014098,USER75989,2022-10-17,Bangalore,Prepaid,Quarterly,UPI,663
JIOREC014099,USER41350,2022-04-21,Hyderabad,Prepaid,Roaming Pack,UPI,800
JIOREC014100,USER75477,2023-03-21,Delhi,Prepaid,Quarterly,Debit Card,753
JIOREC014101,USER57886,2023-10-24,Bangalore,Prepaid,Roaming Pack,Credit Card,630
JIOREC014102,USER51963,2022-03-24,Ahmedabad,Postpaid,Roaming Pack,Debit Card,498
JIOREC014103,USER49014,2023-04-22,Kolkata,Postpaid,Roaming Pack,Retail Store,841
JIOREC014104,USER72763,2023-12-25,Delhi,Prepaid,Roaming Pack,UPI,628
JIOREC014105,USER83647,2022-12-28,Bangalore,Postpaid,Annual,UPI,2879
JIOREC014106,USER88366,2022-05-02,Hyderabad,Prepaid,Monthly,UPI,299
JIOREC014107,USER98693,2023-10-27,Jaipur,Postpaid,Quarterly,UPI,752
JIOREC014108,USER95933,2023-06-30,Chennai,Postpaid,Data Add-on,Wallet,30
JIOREC014109,USER88444,2022-06-12,Pune,Prepaid,Monthly,Debit Card,299
JIOREC014110,USER44623,2022-04-01,Mumbai,Prepaid,Roaming Pack,UPI,500
JIOREC014111,USER25656,2024-06-18,Lucknow,Postpaid,Quarterly,UPI,788
JIOREC014112,USER89256,2022-11-05,Pune,Postpaid,Roaming Pack,UPI,801
JIOREC014113,USER76241,2024-03-15,Ahmedabad,Postpaid,Quarterly,UPI,733
JIOREC014114,USER28354,2022-04-04,Delhi,Postpaid,Annual,UPI,2883
JIOREC014115,USER25671,2022-02-01,Mumbai,Postpaid,Quarterly,Credit Card,849
JIOREC014116,USER38073,2023-01-06,Chennai,Postpaid,Monthly,UPI,502
JIOREC014117,USER18747,2022-02-27,Bangalore,Prepaid,Roaming Pack,Debit Card,598
JIOREC014118,USER65726,2023-03-27,Kolkata,Prepaid,Annual,Credit Card,2673
JIOREC014119,USER95083,2024-03-07,Ahmedabad,Prepaid,Monthly,UPI,439
JIOREC014120,USER62779,2022-12-19,Chennai,Postpaid,Roaming Pack,UPI,799
JIOREC014121,USER35316,2022-11-22,Hyderabad,Postpaid,Monthly,UPI,238
JIOREC014122,USER85150,2024-05-23,Hyderabad,Prepaid,Monthly,Credit Card,219
JIOREC014123,USER26700,2023-07-20,Lucknow,Postpaid,Quarterly,UPI,753
JIOREC014124,USER30492,2022-04-11,Kolkata,Prepaid,Data Add-on,Debit Card,60
JIOREC014125,USER18441,2023-09-28,Kolkata,Prepaid,Quarterly,Net Banking,885
JIOREC014126,USER28454,2022-02-28,Mumbai,Postpaid,Monthly,UPI,399
JIOREC014127,USER80385,2023-04-18,Pune,Postpaid,Annual,Debit Card,3015
JIOREC014128,USER25363,2024-03-01,Bangalore,Postpaid,Quarterly,Debit Card,792
JIOREC014129,USER79958,2023-05-02,Ahmedabad,Prepaid,Roaming Pack,Wallet,628
JIOREC014130,USER64418,2024-06-30,Delhi,Postpaid,Annual,Credit Card,3174
JIOREC014131,USER80313,2022-10-07,Pune,Postpaid,Monthly,Retail Store,480
JIOREC014132,USER92834,2022-11-10,Bangalore,Postpaid,Data Add-on,UPI,18
JIOREC014133,USER64675,2023-01-12,Hyderabad,Prepaid,Annual,UPI,3146
JIOREC014134,USER34124,2024-02-26,Chennai,Postpaid,Quarterly,UPI,792
JIOREC014135,USER61884,2023-01-13,Chennai,Postpaid,Roaming Pack,Debit Card,839
JIOREC014136,USER33044,2024-03-06,Bangalore,Prepaid,Data Add-on,Debit Card,20
JIOREC014137,USER77915,2022-07-15,Bangalore,Prepaid,Data Add-on,Debit Card,19
JIOREC014138,USER23887,2022-05-13,Mumbai,Prepaid,Quarterly,Net Banking,849
JIOREC014139,USER24753,2023-03-01,Ahmedabad,Prepaid,Monthly,UPI,209
JIOREC014140,USER44341,2022-12-10,Kolkata,Postpaid,Data Add-on,Debit Card,19
JIOREC014141,USER93012,2023-02-07,Jaipur,Postpaid,Annual,Retail Store,2668
JIOREC014142,USER65314,2023-11-27,Bangalore,Postpaid,Monthly,Credit Card,208
JIOREC014143,USER38250,2023-07-02,Mumbai,Prepaid,Data Add-on,Debit Card,63
JIOREC014144,USER15205,2022-05-18,Chennai,Prepaid,Monthly,UPI,480
JIOREC014145,USER51688,2022-05-01,Mumbai,Postpaid,Quarterly,Credit Card,717
JIOREC014146,USER93739,2022-07-19,Mumbai,Prepaid,Annual,Retail Store,2876
JIOREC014147,USER16331,2023-11-06,Bangalore,Prepaid,Monthly,UPI,420
JIOREC014148,USER26107,2023-03-06,Pune,Postpaid,Data Add-on,Net Banking,63
JIOREC014149,USER97054,2023-11-06,Delhi,Postpaid,Monthly,Credit Card,207
JIOREC014150,USER56812,2022-07-31,Jaipur,Prepaid,Quarterly,UPI,718
JIOREC014151,USER73728,2022-08-06,Ahmedabad,Prepaid,Quarterly,Credit Card,850
JIOREC014152,USER79843,2022-10-05,Delhi,Postpaid,Quarterly,UPI,663
JIOREC014153,USER49833,2024-03-19,Pune,Postpaid,Data Add-on,UPI,67
JIOREC014154,USER49614,2022-06-08,Ahmedabad,Prepaid,Quarterly,UPI,666
JIOREC014155,USER73277,2022-03-06,Lucknow,Postpaid,Monthly,Credit Card,199
JIOREC014156,USER40673,2023-05-06,Jaipur,Postpaid,Data Add-on,Net Banking,127
JIOREC014157,USER61207,2023-09-28,Hyderabad,Postpaid,Roaming Pack,UPI,833
JIOREC014158,USER39059,2022-08-03,Ahmedabad,Prepaid,Monthly,Credit Card,300
JIOREC014159,USER62058,2022-10-16,Jaipur,Prepaid,Quarterly,Debit Card,718
JIOREC014160,USER21383,2024-05-27,Pune,Postpaid,Roaming Pack,Credit Card,880
JIOREC014161,USER17891,2022-08-01,Kolkata,Prepaid,Annual,UPI,2554
JIOREC014162,USER58341,2023-02-04,Hyderabad,Postpaid,Quarterly,Credit Card,755
JIOREC014163,USER68224,2023-06-23,Hyderabad,Postpaid,Data Add-on,Wallet,19
JIOREC014164,USER16400,2022-06-12,Kolkata,Prepaid,Roaming Pack,Wallet,596
JIOREC014165,USER54214,2023-05-04,Bangalore,Postpaid,Quarterly,UPI,756
JIOREC014166,USER19839,2022-05-18,Bangalore,Postpaid,Roaming Pack,UPI,798
JIOREC014167,USER63169,2024-03-15,Chennai,Postpaid,Quarterly,Debit Card,792
JIOREC014168,USER77060,2022-01-28,Mumbai,Postpaid,Monthly,UPI,399
JIOREC014169,USER48491,2023-09-21,Mumbai,Postpaid,Annual,Retail Store,3163
JIOREC014170,USER72826,2022-04-04,Lucknow,Prepaid,Quarterly,UPI,668
JIOREC014171,USER70294,2023-05-24,Delhi,Prepaid,Data Add-on,Credit Card,20
JIOREC014172,USER23986,2023-02-08,Kolkata,Prepaid,Monthly,UPI,419
JIOREC014173,USER59752,2024-04-06,Lucknow,Postpaid,Monthly,Credit Card,440
JIOREC014174,USER17404,2022-11-25,Hyderabad,Postpaid,Annual,Wallet,2992
JIOREC014175,USER89485,2023-06-03,Mumbai,Postpaid,Data Add-on,Credit Card,126
JIOREC014176,USER16436,2023-03-24,Chennai,Postpaid,Roaming Pack,Wallet,837
JIOREC014177,USER81750,2022-03-29,Lucknow,Postpaid,Annual,UPI,2884
JIOREC014178,USER69688,2023-03-15,Mumbai,Postpaid,Annual,Debit Card,2673
JIOREC014179,USER73930,2024-02-24,Ahmedabad,Prepaid,Monthly,Debit Card,438
JIOREC014180,USER90354,2023-02-28,Chennai,Postpaid,Annual,Wallet,3146
JIOREC014181,USER77737,2023-06-09,Mumbai,Prepaid,Quarterly,Debit Card,700
JIOREC014182,USER11163,2022-09-03,Hyderabad,Prepaid,Quarterly,Credit Card,853
JIOREC014183,USER37656,2022-04-23,Pune,Postpaid,Monthly,Debit Card,298
JIOREC014184,USER32420,2022-02-05,Chennai,Postpaid,Data Add-on,Credit Card,60
JIOREC014185,USER42891,2023-08-11,Lucknow,Prepaid,Quarterly,UPI,694
JIOREC014186,USER70484,2022-11-04,Jaipur,Prepaid,Data Add-on,Credit Card,29
JIOREC014187,USER92569,2023-06-07,Lucknow,Prepaid,Roaming Pack,Net Banking,521
JIOREC014188,USER59753,2022-01-19,Ahmedabad,Postpaid,Quarterly,UPI,718
JIOREC014189,USER59801,2024-05-03,Lucknow,Prepaid,Monthly,UPI,439
JIOREC014190,USER62579,2023-08-10,Chennai,Postpaid,Annual,Credit Card,3026
JIOREC014191,USER52696,2023-02-06,Kolkata,Postpaid,Data Add-on,UPI,127
JIOREC014192,USER80921,2023-07-21,Ahmedabad,Prepaid,Data Add-on,UPI,30
JIOREC014193,USER23493,2022-09-12,Hyderabad,Postpaid,Annual,UPI,2561
JIOREC014194,USER11846,2022-10-20,Jaipur,Prepaid,Data Add-on,UPI,60
JIOREC014195,USER71026,2023-09-16,Hyderabad,Prepaid,Roaming Pack,Debit Card,526
JIOREC014196,USER89638,2023-07-11,Delhi,Prepaid,Annual,Debit Card,2676
JIOREC014197,USER10877,2024-01-30,Delhi,Postpaid,Roaming Pack,UPI,878
JIOREC014198,USER53510,2022-12-06,Bangalore,Postpaid,Quarterly,UPI,719
JIOREC014199,USER85317,2022-02-26,Bangalore,Postpaid,Quarterly,UPI,719
JIOREC014200,USER32173,2024-06-09,Kolkata,Prepaid,Data Add-on,Credit Card,20
JIOREC014201,USER34625,2022-07-02,Ahmedabad,Prepaid,Roaming Pack,UPI,596
JIOREC014202,USER13955,2024-03-21,Lucknow,Postpaid,Annual,Debit Card,3294
JIOREC014203,USER33860,2022-05-12,Bangalore,Prepaid,Monthly,Retail Store,238
JIOREC014204,USER31047,2022-07-13,Delhi,Postpaid,Data Add-on,Wallet,60
JIOREC014205,USER55243,2024-04-28,Jaipur,Postpaid,Quarterly,Debit Card,936
JIOREC014206,USER49251,2023-03-30,Hyderabad,Postpaid,Data Add-on,Credit Card,30
JIOREC014207,USER36877,2023-01-17,Mumbai,Prepaid,Data Add-on,Debit Card,127
JIOREC014208,USER39463,2023-10-26,Mumbai,Postpaid,Quarterly,UPI,896
JIOREC014209,USER32916,2022-12-17,Bangalore,Postpaid,Monthly,UPI,239
JIOREC014210,USER72141,2022-08-10,Delhi,Postpaid,Data Add-on,Credit Card,60
JIOREC014211,USER34553,2023-06-02,Lucknow,Prepaid,Quarterly,Debit Card,699
JIOREC014212,USER43161,2023-10-03,Mumbai,Prepaid,Quarterly,Net Banking,701
JIOREC014213,USER41122,2024-01-25,Chennai,Prepaid,Annual,Net Banking,2798
JIOREC014214,USER47484,2024-02-29,Chennai,Prepaid,Roaming Pack,UPI,548
JIOREC014215,USER45194,2024-01-17,Delhi,Postpaid,Monthly,Net Banking,526
JIOREC014216,USER48270,2022-06-15,Chennai,Postpaid,Monthly,Wallet,199
JIOREC014217,USER17689,2022-04-17,Pune,Prepaid,Monthly,Wallet,198
JIOREC014218,USER27531,2022-08-07,Lucknow,Prepaid,Annual,UPI,2999
JIOREC014219,USER82860,2022-11-17,Chennai,Prepaid,Data Add-on,UPI,19
JIOREC014220,USER41825,2022-11-13,Pune,Prepaid,Annual,UPI,2982
JIOREC014221,USER45878,2022-08-28,Pune,Prepaid,Roaming Pack,Credit Card,797
JIOREC014222,USER36009,2024-01-24,Chennai,Prepaid,Data Add-on,UPI,31
JIOREC014223,USER34301,2023-01-05,Hyderabad,Prepaid,Annual,Net Banking,3150
JIOREC014224,USER36467,2023-05-19,Ahmedabad,Prepaid,Monthly,Net Banking,312
JIOREC014225,USER66218,2023-09-10,Lucknow,Prepaid,Roaming Pack,Retail Store,839
JIOREC014226,USER89221,2023-08-02,Chennai,Prepaid,Roaming Pack,Wallet,523
JIOREC014227,USER58674,2022-08-02,Bangalore,Postpaid,Annual,Credit Card,2898
JIOREC014228,USER79707,2022-04-08,Mumbai,Postpaid,Quarterly,Retail Store,720
JIOREC014229,USER68245,2024-05-23,Jaipur,Postpaid,Quarterly,UPI,931
JIOREC014230,USER23700,2023-05-02,Ahmedabad,Prepaid,Data Add-on,UPI,126
JIOREC014231,USER12828,2022-08-06,Bangalore,Prepaid,Monthly,Retail Store,199
JIOREC014232,USER97344,2022-07-29,Mumbai,Prepaid,Quarterly,Net Banking,846
JIOREC014233,USER65875,2023-12-01,Delhi,Prepaid,Annual,UPI,3022
JIOREC014234,USER96347,2024-05-22,Chennai,Prepaid,Quarterly,Net Banking,789
JIOREC014235,USER54072,2022-04-25,Chennai,Prepaid,Monthly,Credit Card,199
JIOREC014236,USER61598,2022-06-04,Chennai,Prepaid,Monthly,UPI,297
JIOREC014237,USER76543,2024-06-19,Ahmedabad,Postpaid,Data Add-on,Wallet,20
JIOREC014238,USER39696,2024-02-17,Kolkata,Postpaid,Roaming Pack,Credit Card,548
JIOREC014239,USER90300,2022-07-14,Kolkata,Postpaid,Monthly,UPI,240
JIOREC014240,USER49802,2022-09-14,Delhi,Prepaid,Annual,Credit Card,2983
JIOREC014241,USER88184,2022-05-13,Ahmedabad,Postpaid,Annual,UPI,2540
JIOREC014242,USER13291,2024-06-21,Mumbai,Postpaid,Roaming Pack,UPI,550
JIOREC014243,USER91726,2022-11-14,Jaipur,Postpaid,Quarterly,Credit Card,663
JIOREC014244,USER39340,2024-02-20,Bangalore,Prepaid,Annual,Debit Card,2801
JIOREC014245,USER59932,2023-06-16,Bangalore,Postpaid,Monthly,Debit Card,208
JIOREC014246,USER51478,2023-06-30,Lucknow,Prepaid,Annual,UPI,3152
JIOREC014247,USER10704,2022-02-05,Mumbai,Postpaid,Annual,UPI,3001
JIOREC014248,USER24790,2024-04-10,Delhi,Prepaid,Data Add-on,Credit Card,20
JIOREC014249,USER64226,2024-05-03,Delhi,Prepaid,Data Add-on,UPI,20
JIOREC014250,USER65095,2023-07-06,Hyderabad,Postpaid,Data Add-on,Credit Card,127
JIOREC014251,USER83552,2024-05-03,Chennai,Postpaid,Quarterly,UPI,730
JIOREC014252,USER18124,2023-03-22,Kolkata,Prepaid,Monthly,Retail Store,313
JIOREC014253,USER19725,2022-02-24,Bangalore,Postpaid,Annual,Credit Card,2996
JIOREC014254,USER87826,2022-01-20,Mumbai,Prepaid,Annual,Debit Card,2546
JIOREC014255,USER97744,2023-08-23,Hyderabad,Prepaid,Annual,UPI,3164
JIOREC014256,USER62344,2023-04-19,Bangalore,Prepaid,Annual,Retail Store,3145
JIOREC014257,USER53503,2024-02-25,Bangalore,Postpaid,Roaming Pack,UPI,878
JIOREC014258,USER75238,2024-05-05,Hyderabad,Postpaid,Roaming Pack,UPI,548
JIOREC014259,USER79280,2022-11-09,Lucknow,Postpaid,Monthly,UPI,200
JIOREC014260,USER13256,2022-03-29,Bangalore,Postpaid,Roaming Pack,Retail Store,799
JIOREC014261,USER75716,2023-03-04,Chennai,Postpaid,Roaming Pack,UPI,628
JIOREC014262,USER86237,2022-06-20,Hyderabad,Postpaid,Annual,Wallet,2871
JIOREC014263,USER34920,2023-05-20,Kolkata,Postpaid,Data Add-on,UPI,126
JIOREC014264,USER68021,2023-04-23,Mumbai,Postpaid,Annual,Credit Card,3019
